_neutral,browDownLeft,browDownRight,browInnerUp,browOuterUpLeft,browOuterUpRight,cheekPuff,cheekSquintLeft,cheekSquintRight,eyeBlinkLeft,eyeBlinkRight,eyeLookDownLeft,eyeLookDownRight,eyeLookInLeft,eyeLookInRight,eyeLookOutLeft,eyeLookOutRight,eyeLookUpLeft,eyeLookUpRight,eyeSquintLeft,eyeSquintRight,eyeWideLeft,eyeWideRight,jawForward,jawLeft,jawOpen,jawRight,mouthClose,mouthDimpleLeft,mouthDimpleRight,mouthFrownLeft,mouthFrownRight,mouthFunnel,mouthLeft,mouthLowerDownLeft,mouthLowerDownRight,mouthPressLeft,mouthPressRight,mouthPucker,mouthRight,mouthRollLower,mouthRollUpper,mouthShrugLower,mouthShrugUpper,mouthSmileLeft,mouthSmileRight,mouthStretchLeft,mouthStretchRight,mouthUpperUpLeft,mouthUpperUpRight,noseSneerLeft,noseSneerRight
3.9341750834864797e-07,0.02722965180873871,0.012762772850692272,0.050254639238119125,0.12829729914665222,0.08873660862445831,2.6692676328821108e-05,2.6820254106496577e-07,1.2390431436415383e-07,0.030910484492778778,0.011391771025955677,0.044002942740917206,0.02838648296892643,0.01853802241384983,0.14651484787464142,0.17488354444503784,0.040620069950819016,0.20845960080623627,0.2344873994588852,0.13255009055137634,0.13066549599170685,0.020462114363908768,0.029463743790984154,0.000943065679166466,0.0035035961773246527,0.0005026768194511533,1.6936306792558753e-06,1.3470570593199227e-05,0.0003293542249593884,0.004839910659939051,0.19465239346027374,0.18900300562381744,0.0010540997609496117,0.0007888429099693894,0.010186106897890568,0.007578528486192226,0.014820192009210587,0.08347561210393906,0.005127554293721914,5.3181269322521985e-05,0.002154494170099497,0.001681493828073144,0.005674006417393684,0.010718227364122868,0.0018654214218258858,0.0019876069854944944,0.14395509660243988,0.26900506019592285,0.0006996174925006926,0.0013459022156894207,5.190450337977381e-06,9.957830116036348e-07
3.282086709077703e-07,0.033269643783569336,0.014104877598583698,0.03748774528503418,0.11697419732809067,0.08700281381607056,2.460096038703341e-05,2.4557022015869734e-07,1.2874171773091803e-07,0.033389706164598465,0.010660680942237377,0.03823867812752724,0.023764310404658318,0.058079350739717484,0.05290953069925308,0.0841018483042717,0.10092923045158386,0.239115372300148,0.26408031582832336,0.14866892993450165,0.1430637240409851,0.018612215295433998,0.032465409487485886,0.0010508751729503274,0.002839285647496581,0.0004053024749737233,2.013715175053221e-06,1.1317807548039127e-05,0.0004824016650673002,0.004871204029768705,0.09850702434778214,0.09694185853004456,0.0009540329338051379,0.0008268548990599811,0.010558650828897953,0.008554232306778431,0.020926591008901596,0.09301726520061493,0.003536117961630225,5.240386235527694e-05,0.0019807422067970037,0.0017981379060074687,0.00419305544346571,0.007538181729614735,0.003819061443209648,0.003875479567795992,0.1454768031835556,0.32349830865859985,0.00045508702169172466,0.0008284291252493858,4.1490429794066586e-06,9.24905066312931e-07
3.055949093777599e-07,0.0108345290645957,0.004076937213540077,0.050910670310258865,0.19347640872001648,0.1486000269651413,3.2736868888605386e-05,1.4507835999211238e-07,1.2295356555114267e-07,0.48710161447525024,0.46276259422302246,0.6649808883666992,0.6469781398773193,0.310802161693573,0.012141329236328602,0.020443471148610115,0.3033853769302368,0.008268273435533047,0.00623156875371933,0.37492409348487854,0.2783643901348114,0.0017969564069062471,0.0003838690463453531,0.0006333795026876032,0.004333879798650742,0.0002692367124836892,9.563392495692824e-07,1.2715833690890577e-05,0.0015090593369677663,0.02693435177206993,0.042786501348018646,0.03403148800134659,0.00023427225823979825,0.0006437139236368239,0.002493786858394742,0.0017711524851620197,0.06723203510046005,0.24142013490200043,0.0005089248297736049,0.0001336968707619235,0.0019140572985634208,0.002408450236544013,0.014552260749042034,0.008181705139577389,0.031962402164936066,0.03235957771539688,0.27821996808052063,0.24026226997375488,0.0017999405972659588,0.0034029840026050806,5.920443982176948e-06,9.806198022488388e-07
1.412500836295294e-07,0.0038487492129206657,0.0020367614924907684,0.2514856457710266,0.34218043088912964,0.21521656215190887,3.2560645195189863e-05,1.6572847982843086e-07,1.0038354503194569e-07,0.49332937598228455,0.4668533205986023,0.6775447726249695,0.6512842178344727,0.2477497160434723,0.015036843717098236,0.037746626883745193,0.277104914188385,0.007542439270764589,0.006058010272681713,0.3099352717399597,0.2176506668329239,0.0022545356769114733,0.00043252628529444337,0.0010896308813244104,0.005272389389574528,0.00011126144090667367,6.032852866155736e-07,3.83527822123142e-06,0.0007728500640951097,0.014799417927861214,0.0687035545706749,0.04784909263253212,0.0008261457551270723,0.002048110356554389,0.004891773220151663,0.003701944835484028,0.033012401312589645,0.11984793096780777,0.004795795306563377,4.0816001273924485e-05,0.001099879271350801,0.0012380253756418824,0.010105940513312817,0.012610245496034622,0.016433078795671463,0.014048870652914047,0.6397213935852051,0.328975111246109,0.004316908773034811,0.006253494415432215,1.1496375009301119e-05,6.110559525041026e-07
1.4336202980302915e-07,0.0010893963044509292,0.0006474319379776716,0.3881799280643463,0.5273477435112,0.3757004141807556,3.219052086933516e-05,2.832615848546993e-07,1.0448615483937829e-07,0.34580492973327637,0.28105127811431885,0.5509011745452881,0.5147404670715332,0.13671286404132843,0.02518945001065731,0.054433904588222504,0.19497640430927277,0.013152395375072956,0.011499778367578983,0.27297911047935486,0.2604592740535736,0.0029470594599843025,0.0012774470960721374,0.0011580823920667171,0.0044857836328446865,0.0001847967505455017,8.678510425852437e-07,7.0227793003141414e-06,0.0005034852656535804,0.018334712833166122,0.04643949866294861,0.032965101301670074,0.0010873019928112626,0.0008739258046261966,0.0059006973169744015,0.003984250593930483,0.01793079823255539,0.11044798046350479,0.004987264983355999,0.0001367747172480449,0.0008445252315141261,0.0008636345155537128,0.006349072325974703,0.012691348791122437,0.01809747889637947,0.021719729527831078,0.4354415237903595,0.3386039435863495,0.002970114815980196,0.006353841628879309,1.0083573215524666e-05,6.791253781557316e-07
1.6076380404683732e-07,0.0013109456049278378,0.0005402087699621916,0.39964479207992554,0.4487902522087097,0.35769087076187134,3.1315994419856e-05,2.3744462396280142e-07,9.205038509207952e-08,0.40028488636016846,0.27799707651138306,0.5929428339004517,0.5737292766571045,0.1308170109987259,0.02889528125524521,0.05465380847454071,0.17112602293491364,0.00923239253461361,0.009046975523233414,0.23798680305480957,0.26073405146598816,0.002273032208904624,0.0012210748391225934,0.0009325111168436706,0.006607177667319775,0.00023906287970021367,5.587270948126388e-07,9.033194146468304e-06,0.0007791804382577538,0.01749417372047901,0.05908941105008125,0.047356124967336655,0.0007144137052819133,0.0015317205106839538,0.006024113390594721,0.004350679460912943,0.030337287113070488,0.154591903090477,0.0026254449039697647,6.890569784445688e-05,0.001188269816339016,0.0010248587932437658,0.00889805518090725,0.012471356429159641,0.013271781615912914,0.013834524899721146,0.21984629333019257,0.15638263523578644,0.0026900761295109987,0.005390871781855822,8.721573976799846e-06,7.471192020602757e-07
2.8541791152747464e-07,0.010077535174787045,0.002138711977750063,0.33917346596717834,0.13298556208610535,0.37064629793167114,3.4399226933601312e-06,2.1374631842263625e-07,7.793315148774127e-08,0.5266584157943726,0.12704092264175415,0.5767640471458435,0.5621654987335205,0.11556071043014526,0.04562102630734444,0.04444168880581856,0.13437023758888245,0.0057132733054459095,0.00894875731319189,0.19772866368293762,0.34515419602394104,0.0009983463678508997,0.002554800594225526,3.353552529006265e-05,0.02157597243785858,0.0002459013485349715,1.9294043340778444e-07,1.5892061128397472e-05,0.00046725323772989213,0.009649733081459999,0.1333186775445938,0.11062494665384293,0.000244905095314607,0.006773669738322496,0.00017916990327648818,9.289375884691253e-05,0.01950792782008648,0.1591649204492569,0.02556518092751503,5.983569644740783e-05,0.007234548218548298,0.0012265145778656006,0.32588860392570496,0.025914976373314857,0.00019741340656764805,0.00017810158897191286,0.048228200525045395,0.013376124203205109,0.000123898615129292,0.0002935535740107298,2.4859582481440157e-06,3.55788415618008e-07
5.280417099129409e-07,0.004272885620594025,0.001868338556960225,0.39043113589286804,0.17238102853298187,0.25644049048423767,2.0067134755663574e-05,8.235327300099016e-07,7.042579142080285e-08,0.1418575644493103,0.06509628146886826,0.19699937105178833,0.17577525973320007,0.3296702206134796,0.008604186587035656,0.01296835858374834,0.34740516543388367,0.04040171951055527,0.04183182120323181,0.25947752594947815,0.15360867977142334,0.005972019396722317,0.00588790001347661,0.00020466158457566053,0.04746772721409798,0.0022957066539674997,1.3289713933772873e-06,3.780558836297132e-05,0.00018808200547937304,0.003779664868488908,0.3787746727466583,0.3613586723804474,0.0031831220258027315,0.002330888295546174,0.015300045721232891,0.007979396730661392,0.0030855615623295307,0.05456927791237831,0.07086540013551712,5.25012073921971e-05,0.008688963018357754,0.0022775689139962196,0.04830865561962128,0.08159470558166504,2.6742081900010817e-05,3.464148539933376e-05,0.0039278180338442326,0.008677896112203598,0.0023645777255296707,0.004950355272740126,6.699115147057455e-06,1.7227396256203065e-06
1.3130319587162376e-07,0.0066203041933476925,0.004178049508482218,0.2002834528684616,0.13112148642539978,0.12013930082321167,2.1016464870626805e-06,1.766005368608603e-07,2.8268402729736408e-08,0.2657223641872406,0.18207436800003052,0.3762078285217285,0.34408804774284363,0.5786510705947876,0.003527931636199355,0.005867004860192537,0.6189700365066528,0.019427813589572906,0.02079799398779869,0.20470237731933594,0.23072339594364166,0.0037899846211075783,0.002373493043705821,2.5454333808738738e-05,0.015005956403911114,0.0001349891535937786,1.430789211553929e-06,3.105839823547285e-06,0.00038369192043319345,0.010614887811243534,0.03410930559039116,0.019062353298068047,0.0005008729640394449,0.00742110563442111,0.000545155256986618,0.00014933903003111482,0.005363962613046169,0.10398110747337341,0.060121674090623856,7.198186358436942e-05,0.003175762016326189,0.0004541490343399346,0.5924563407897949,0.2151416838169098,0.00010902751091634855,0.00013089680578559637,0.008297614753246307,0.0010930256685242057,0.0006099740276113153,0.0019880610052496195,2.6148197775910376e-06,1.9019641683826194e-07
1.8183440886332392e-07,0.0015677042538300157,0.001706815673969686,0.31997916102409363,0.2984717786312103,0.2706766724586487,5.111827704240568e-06,2.397482603555545e-07,6.99819011629188e-08,0.06314029544591904,0.021612901240587234,0.22434504330158234,0.19342288374900818,0.5365041494369507,0.00451152678579092,0.0067520663142204285,0.5582619905471802,0.03634054213762283,0.043209780007600784,0.0739521011710167,0.04223579913377762,0.018186770379543304,0.024314500391483307,5.942620919086039e-05,0.02062237076461315,0.00010652155469870195,6.323991783574456e-07,2.085967707898817e-06,0.0007566409185528755,0.013685234822332859,0.06817590445280075,0.043755918741226196,0.0005525507731363177,0.010967078618705273,0.0011733330320566893,0.00042158292490057647,0.011259150691330433,0.15488658845424652,0.02175026945769787,4.6838038542773575e-05,0.0021766650024801493,0.00033992817043326795,0.448165625333786,0.3588806092739105,0.00047973377513699234,0.0005662446492351592,0.014779978431761265,0.002114247065037489,0.004374699201434851,0.009026248008012772,6.447701707656961e-06,3.1851905646362866e-07
